id,Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage
383795,Female,24,1,28,0,< 1 Year,No,2630,152,84
383796,Female,35,1,3,0,1-2 Year,Yes,18884,156,71
383797,Male,23,1,29,1,< 1 Year,No,26225,152,110
383798,Female,32,1,33,1,< 1 Year,No,33606,152,14
383799,Male,48,1,41,0,1-2 Year,Yes,50252,26,33
383800,Male,36,1,0,0,1-2 Year,Yes,2630,152,229
383801,Female,25,1,28,1,< 1 Year,No,38530,152,254
383802,Male,23,1,16,1,< 1 Year,No,2630,160,217
383803,Male,25,1,50,1,< 1 Year,No,39152,152,193
383804,Male,46,1,28,0,> 2 Years,Yes,38089,124,57
383805,Male,23,1,17,1,< 1 Year,No,67355,152,151
383806,Female,68,1,28,0,1-2 Year,Yes,35797,26,113
383807,Male,46,1,28,0,1-2 Year,Yes,34600,124,78
383808,Female,21,1,49,1,< 1 Year,No,18706,160,206
383809,Male,49,1,28,0,1-2 Year,Yes,46159,25,74
383810,Male,40,1,28,0,1-2 Year,Yes,31851,124,147
383811,Female,21,1,11,1,< 1 Year,No,21172,152,78
383812,Female,24,1,33,1,< 1 Year,No,2630,152,51
383813,Female,28,1,47,1,< 1 Year,No,32699,152,26
383814,Female,50,1,28,1,1-2 Year,No,47517,124,179
383815,Female,47,1,41,0,1-2 Year,Yes,22238,156,61
383816,Male,60,1,24,0,1-2 Year,Yes,29447,124,153
383817,Male,26,1,8,1,< 1 Year,No,33472,152,239
383818,Female,33,1,8,0,< 1 Year,Yes,38118,152,34
383819,Male,22,1,32,1,< 1 Year,No,2630,152,80
383820,Male,49,1,28,0,1-2 Year,Yes,28304,13,177
383821,Male,59,1,28,0,1-2 Year,Yes,38782,122,271
383822,Male,22,1,16,0,< 1 Year,Yes,26611,152,41
383823,Male,21,1,50,0,< 1 Year,Yes,2630,160,13
383824,Female,22,1,18,1,< 1 Year,No,37720,152,150
383825,Male,22,1,41,0,< 1 Year,Yes,31526,152,264
383826,Female,24,1,41,0,< 1 Year,Yes,29032,124,23
383827,Male,34,1,28,0,1-2 Year,Yes,38828,124,187
383828,Male,21,1,15,0,< 1 Year,Yes,37829,160,111
383829,Female,23,1,14,1,< 1 Year,No,27125,152,124
383830,Male,25,1,4,1,< 1 Year,No,28631,160,233
383831,Female,37,1,30,1,1-2 Year,No,23753,124,77
383832,Female,22,1,46,1,< 1 Year,No,28836,152,188
383833,Female,22,1,28,0,< 1 Year,Yes,59410,26,159
383834,Male,25,1,8,1,< 1 Year,No,48363,152,194
383835,Female,66,1,28,0,1-2 Year,Yes,2630,157,190
383836,Female,43,1,46,0,1-2 Year,Yes,20459,124,277
383837,Female,21,1,27,0,< 1 Year,Yes,35499,160,101
383838,Male,25,1,41,0,< 1 Year,Yes,38778,152,278
383839,Female,23,1,3,0,< 1 Year,Yes,29141,152,175
383840,Male,24,1,28,1,< 1 Year,No,73691,152,81
383841,Female,23,1,20,1,< 1 Year,No,2630,152,131
383842,Female,24,1,10,0,< 1 Year,Yes,26336,152,59
383843,Male,51,1,28,0,1-2 Year,Yes,40210,124,202
383844,Male,38,1,28,0,1-2 Year,Yes,34912,124,239
383845,Male,22,1,46,1,< 1 Year,No,28986,160,293
383846,Male,31,1,23,0,1-2 Year,Yes,37953,154,25
383847,Male,55,1,13,0,1-2 Year,Yes,19717,26,59
383848,Male,50,1,30,0,1-2 Year,Yes,23959,31,104
383849,Female,28,1,33,1,< 1 Year,No,2630,160,103
383850,Female,32,1,28,0,< 1 Year,Yes,63254,152,258
383851,Female,51,1,50,0,1-2 Year,Yes,2630,26,128
383852,Female,51,1,28,0,1-2 Year,No,37181,122,296
383853,Female,29,1,21,1,< 1 Year,No,26857,152,222
383854,Male,47,1,8,0,1-2 Year,No,36913,26,152
383855,Female,26,1,8,0,1-2 Year,Yes,2630,156,152
383856,Male,42,1,8,0,1-2 Year,Yes,27182,124,169
383857,Male,30,1,47,1,< 1 Year,No,39958,152,253
383858,Male,45,1,28,0,1-2 Year,Yes,2630,124,222
383859,Male,22,1,2,1,< 1 Year,No,28094,152,231
383860,Female,29,1,39,0,1-2 Year,Yes,32733,26,147
383861,Female,24,1,28,1,< 1 Year,No,41228,152,229
383862,Male,48,1,6,0,> 2 Years,Yes,33404,26,115
383863,Female,22,1,46,1,< 1 Year,No,21949,152,10
383864,Female,30,1,28,0,< 1 Year,Yes,36927,124,116
383865,Female,44,1,12,1,1-2 Year,No,2630,26,294
383866,Female,22,1,15,1,< 1 Year,No,2630,152,278
383867,Female,72,1,7,1,1-2 Year,No,43759,124,293
383868,Female,25,1,25,1,< 1 Year,No,22633,152,293
383869,Male,50,1,28,0,1-2 Year,Yes,43743,124,238
383870,Male,60,1,8,1,1-2 Year,Yes,2630,124,286
383871,Female,32,1,35,1,< 1 Year,No,2630,152,141
383872,Female,49,1,23,1,1-2 Year,Yes,43812,26,73
383873,Male,43,1,28,1,1-2 Year,No,26460,124,135
383874,Female,48,1,48,0,1-2 Year,Yes,2630,124,159
383875,Male,33,1,34,0,1-2 Year,Yes,35268,154,233
383876,Female,75,1,28,0,1-2 Year,No,40412,124,42
383877,Male,57,1,28,0,> 2 Years,Yes,65553,26,214
383878,Male,52,1,30,1,1-2 Year,No,2630,124,278
383879,Female,23,1,46,1,< 1 Year,No,26021,151,252
383880,Male,31,1,2,0,< 1 Year,Yes,2630,1,195
383881,Male,24,1,29,1,< 1 Year,No,31497,152,237
383882,Female,39,1,28,1,1-2 Year,No,57922,26,65
383883,Female,29,1,36,1,< 1 Year,No,39523,152,113
383884,Female,66,1,50,1,1-2 Year,No,23093,18,175
383885,Male,26,1,41,1,< 1 Year,No,55083,152,261
383886,Female,28,1,35,1,< 1 Year,No,28737,152,140
383887,Female,27,1,15,1,< 1 Year,No,2630,152,264
383888,Male,22,1,46,1,< 1 Year,No,29735,152,264
383889,Male,43,1,14,0,1-2 Year,Yes,2630,157,250
383890,Male,36,1,35,1,1-2 Year,No,28319,154,76
383891,Male,68,1,28,1,1-2 Year,No,2630,124,271
383892,Male,70,1,28,0,> 2 Years,Yes,2630,26,59
383893,Male,20,1,33,1,< 1 Year,No,2630,160,15
383894,Female,25,1,41,0,< 1 Year,Yes,2630,156,209
383895,Female,52,1,28,1,1-2 Year,No,26505,122,13
383896,Male,46,1,41,1,1-2 Year,No,35991,26,165
383897,Female,43,1,36,1,1-2 Year,No,33263,124,236
383898,Male,50,1,28,0,1-2 Year,No,2630,4,146
383899,Male,49,1,41,0,1-2 Year,Yes,20139,122,220
383900,Male,67,1,46,1,1-2 Year,No,37418,26,122
383901,Male,26,1,8,1,< 1 Year,No,24718,152,145
383902,Male,61,1,28,0,> 2 Years,Yes,51857,3,196
383903,Male,29,1,13,0,1-2 Year,Yes,25434,26,28
383904,Female,22,1,46,1,< 1 Year,No,31518,152,262
383905,Female,35,1,28,0,1-2 Year,Yes,29813,24,45
383906,Male,36,1,28,0,1-2 Year,Yes,32660,124,184
383907,Male,23,1,36,1,< 1 Year,No,42644,152,93
383908,Male,40,1,46,0,1-2 Year,Yes,2630,156,34
383909,Male,37,1,30,1,1-2 Year,No,40772,152,85
383910,Male,58,1,28,0,1-2 Year,Yes,40838,26,132
383911,Male,49,1,8,0,1-2 Year,Yes,2630,157,51
383912,Male,63,1,46,1,1-2 Year,No,32977,124,238
383913,Male,38,1,28,0,1-2 Year,Yes,31687,26,22
383914,Female,43,1,35,0,1-2 Year,Yes,29893,10,167
383915,Male,36,1,46,1,1-2 Year,Yes,25181,154,38
383916,Female,26,1,21,1,< 1 Year,No,26581,152,62
383917,Male,40,1,41,0,1-2 Year,Yes,19693,124,276
383918,Female,74,1,28,0,1-2 Year,Yes,22458,26,198
383919,Male,56,1,46,0,1-2 Year,No,25724,124,27
383920,Male,52,1,8,1,1-2 Year,No,30192,124,85
383921,Male,22,1,30,1,< 1 Year,No,30187,152,56
383922,Male,34,1,3,0,1-2 Year,Yes,22828,155,141
383923,Male,56,1,35,1,< 1 Year,No,2630,1,265
383924,Female,24,1,6,1,< 1 Year,No,25661,152,224
383925,Female,36,1,28,0,1-2 Year,Yes,53963,26,128
383926,Male,23,1,29,1,< 1 Year,No,29770,152,61
383927,Female,72,1,28,0,> 2 Years,Yes,41619,26,136
383928,Male,69,1,28,0,1-2 Year,Yes,40019,26,89
383929,Male,44,1,13,0,1-2 Year,Yes,23414,26,38
383930,Male,72,1,28,1,1-2 Year,No,32460,26,237
383931,Female,25,1,8,1,< 1 Year,No,25068,152,206
383932,Female,37,1,28,1,1-2 Year,No,40855,124,105
383933,Male,25,1,37,1,< 1 Year,No,44667,152,78
383934,Male,63,1,28,0,1-2 Year,Yes,37642,124,295
383935,Male,24,1,45,1,< 1 Year,Yes,24140,151,88
383936,Female,45,1,28,1,1-2 Year,Yes,49519,26,58
383937,Male,21,1,13,1,< 1 Year,No,29558,160,222
383938,Male,33,1,11,0,1-2 Year,Yes,2630,156,176
383939,Male,50,1,28,0,1-2 Year,Yes,2630,26,259
383940,Male,26,1,18,1,< 1 Year,No,32023,152,20
383941,Male,23,1,28,0,< 1 Year,Yes,60630,152,272
383942,Male,38,1,8,1,1-2 Year,No,27246,154,114
383943,Male,28,1,46,1,< 1 Year,No,23949,152,96
383944,Male,22,1,36,0,< 1 Year,Yes,2630,160,45
383945,Male,66,1,28,0,1-2 Year,Yes,41868,26,280
383946,Female,33,1,36,1,1-2 Year,No,35603,124,24
383947,Female,26,1,30,1,< 1 Year,No,27197,152,252
383948,Male,59,1,39,0,> 2 Years,Yes,40887,26,221
383949,Female,20,1,9,0,< 1 Year,Yes,38214,160,198
383950,Male,20,1,8,0,< 1 Year,Yes,30806,160,247
383951,Male,30,1,46,0,< 1 Year,Yes,2630,156,93
383952,Male,54,1,46,1,1-2 Year,Yes,20464,26,48
383953,Male,29,1,26,1,< 1 Year,No,25935,152,129
383954,Female,23,1,15,0,< 1 Year,Yes,28106,152,74
383955,Female,26,1,41,1,< 1 Year,No,37448,152,202
383956,Male,44,1,15,0,> 2 Years,Yes,27913,124,132
383957,Male,27,1,15,0,< 1 Year,Yes,33358,152,258
383958,Male,21,1,28,0,< 1 Year,Yes,33660,124,148
383959,Female,24,1,8,0,< 1 Year,Yes,2630,151,141
383960,Female,58,1,28,1,1-2 Year,No,78692,124,287
383961,Female,24,1,8,1,< 1 Year,No,46319,152,64
383962,Male,70,1,8,0,1-2 Year,Yes,45529,124,147
383963,Female,33,1,12,1,< 1 Year,No,24858,152,37
383964,Male,22,1,46,1,< 1 Year,No,26227,152,79
383965,Male,59,1,33,0,1-2 Year,Yes,34304,26,53
383966,Female,51,1,28,0,1-2 Year,Yes,42310,122,290
383967,Male,46,1,50,1,1-2 Year,No,47869,124,230
383968,Female,32,1,38,1,1-2 Year,No,29823,124,68
383969,Male,74,1,47,0,1-2 Year,Yes,2630,156,172
383970,Female,29,1,37,1,< 1 Year,No,2630,152,140
383971,Male,57,1,15,0,1-2 Year,Yes,32323,26,142
383972,Male,32,1,8,1,< 1 Year,No,25773,124,89
383973,Male,29,1,11,1,< 1 Year,No,24903,152,250
383974,Male,28,1,14,1,< 1 Year,No,23615,152,81
383975,Female,21,1,11,1,< 1 Year,No,39402,152,221
383976,Male,50,1,16,0,1-2 Year,Yes,34336,26,157
383977,Male,23,1,8,0,< 1 Year,Yes,41481,152,90
383978,Female,41,1,32,1,1-2 Year,No,2630,154,74
383979,Female,40,1,30,1,1-2 Year,No,30831,124,145
383980,Female,23,1,15,0,< 1 Year,Yes,34216,26,74
383981,Female,61,1,48,0,1-2 Year,Yes,2630,15,25
383982,Male,30,1,50,1,< 1 Year,No,34365,152,146
383983,Female,23,1,32,1,< 1 Year,No,22207,152,87
383984,Female,43,1,28,0,1-2 Year,Yes,23899,26,223
383985,Male,38,1,10,1,1-2 Year,No,35367,152,130
383986,Female,31,1,28,1,1-2 Year,No,31895,122,92
383987,Male,48,1,28,0,1-2 Year,Yes,26110,26,209
383988,Male,25,1,35,1,< 1 Year,No,25651,152,78
383989,Female,47,1,28,0,1-2 Year,Yes,49229,26,233
383990,Female,44,1,28,1,1-2 Year,No,35248,26,212
383991,Male,48,1,28,0,1-2 Year,Yes,54703,26,170
383992,Male,25,1,11,1,< 1 Year,No,29307,152,17
383993,Male,26,1,28,1,< 1 Year,No,45836,152,90
383994,Male,42,1,50,0,1-2 Year,Yes,31634,155,146
383995,Female,25,1,41,1,< 1 Year,No,19929,152,239
383996,Male,32,1,7,1,1-2 Year,No,27093,26,259
383997,Male,72,1,28,0,1-2 Year,No,68731,26,280
383998,Female,30,1,8,1,< 1 Year,No,50443,152,54
383999,Female,26,1,18,0,< 1 Year,Yes,23058,160,26
384000,Female,61,1,48,1,1-2 Year,No,2630,120,18
384001,Female,32,1,34,0,< 1 Year,No,33824,152,137
384002,Female,33,1,12,1,< 1 Year,No,2630,152,187
384003,Male,22,1,39,1,< 1 Year,No,30657,152,269
384004,Female,60,1,28,0,1-2 Year,Yes,66859,26,200
384005,Female,24,1,36,1,< 1 Year,No,51878,152,84
384006,Female,23,1,29,0,1-2 Year,Yes,31265,26,39
384007,Male,31,1,11,1,< 1 Year,No,22757,152,61
384008,Male,42,1,15,0,1-2 Year,Yes,2630,156,18
384009,Male,51,1,29,0,1-2 Year,Yes,2630,26,282
384010,Female,27,1,30,0,< 1 Year,Yes,25288,160,67
384011,Male,43,1,28,0,1-2 Year,Yes,36251,26,15
384012,Male,50,1,23,0,1-2 Year,Yes,23593,26,199
384013,Male,44,1,28,0,1-2 Year,Yes,43463,26,209
384014,Male,22,1,9,0,< 1 Year,Yes,2630,160,283
384015,Male,63,1,8,0,> 2 Years,Yes,2630,157,224
384016,Male,30,1,28,0,1-2 Year,Yes,2630,154,182
384017,Male,20,1,33,0,< 1 Year,No,2630,160,189
384018,Female,41,1,28,1,1-2 Year,No,38714,124,276
384019,Female,24,1,26,1,< 1 Year,No,31629,152,140
384020,Female,24,1,6,1,< 1 Year,No,29776,152,235
384021,Female,43,1,36,1,1-2 Year,No,27926,152,85
384022,Male,44,1,37,0,1-2 Year,Yes,2630,124,83
384023,Female,74,1,46,0,1-2 Year,No,48524,11,154
384024,Female,28,1,47,1,< 1 Year,No,30993,152,116
384025,Male,65,1,46,0,1-2 Year,Yes,2630,26,102
384026,Male,21,1,47,1,< 1 Year,No,41167,152,147
384027,Female,43,1,15,1,1-2 Year,No,39245,26,117
384028,Female,29,1,29,0,1-2 Year,No,50019,156,147
384029,Female,44,1,28,0,1-2 Year,Yes,37219,122,35
384030,Male,34,1,2,0,1-2 Year,Yes,37537,124,166
384031,Female,66,1,33,1,1-2 Year,No,30982,124,74
384032,Female,22,1,41,1,< 1 Year,No,26432,152,292
384033,Male,20,1,51,0,< 1 Year,Yes,2630,156,134
384034,Male,48,1,28,0,1-2 Year,Yes,2630,26,78
384035,Female,53,1,35,1,1-2 Year,No,43609,26,257
384036,Male,65,1,3,1,1-2 Year,No,2630,158,52
384037,Female,72,1,8,1,1-2 Year,No,48017,7,90
384038,Female,21,1,50,1,< 1 Year,No,28240,152,205
384039,Male,20,1,27,0,< 1 Year,Yes,2630,160,289
384040,Male,25,1,11,0,< 1 Year,No,26682,152,155
384041,Male,46,1,28,1,1-2 Year,No,32385,52,50
384042,Male,50,1,28,0,> 2 Years,Yes,65056,26,145
384043,Male,31,1,28,1,1-2 Year,No,27828,122,154
384044,Male,53,1,28,0,1-2 Year,No,36844,124,112
384045,Male,44,1,8,1,1-2 Year,No,42049,124,123
384046,Female,42,1,3,0,1-2 Year,Yes,2630,157,230
384047,Male,40,1,5,0,1-2 Year,Yes,26573,124,203
384048,Female,25,1,23,1,< 1 Year,No,27510,152,239
384049,Female,23,1,21,1,< 1 Year,No,23752,152,206
384050,Male,42,1,28,0,1-2 Year,Yes,2630,26,235
384051,Female,21,1,46,1,< 1 Year,No,32466,160,192
384052,Female,32,1,8,0,> 2 Years,Yes,2630,26,30
384053,Male,32,1,28,0,1-2 Year,Yes,36367,157,203
384054,Female,46,1,39,1,1-2 Year,No,28780,152,276
384055,Female,24,1,12,1,< 1 Year,No,22474,152,233
384056,Male,25,1,8,0,< 1 Year,No,57025,151,188
384057,Male,27,1,20,0,1-2 Year,Yes,2630,157,227
384058,Female,48,1,28,0,1-2 Year,Yes,36495,26,202
384059,Female,21,1,46,1,< 1 Year,No,21820,152,18
384060,Male,25,1,8,1,< 1 Year,No,106344,152,179
384061,Male,22,1,28,0,1-2 Year,Yes,51033,124,117
384062,Male,47,1,8,1,1-2 Year,No,59667,26,143
384063,Female,26,1,8,1,< 1 Year,No,43613,152,221
384064,Female,28,1,28,1,< 1 Year,No,26357,152,72
384065,Male,56,1,28,1,1-2 Year,No,29282,26,23
384066,Female,43,1,28,1,1-2 Year,No,38484,124,264
384067,Male,49,1,8,1,1-2 Year,Yes,46213,30,12
384068,Male,52,1,31,1,1-2 Year,No,2630,124,162
384069,Female,40,1,28,0,1-2 Year,Yes,53348,124,195
384070,Male,45,1,8,0,1-2 Year,Yes,40917,26,210
384071,Male,31,1,28,1,1-2 Year,No,32691,124,38
384072,Female,21,1,28,0,1-2 Year,Yes,70501,26,126
384073,Male,26,1,8,1,< 1 Year,No,28072,152,137
384074,Female,21,1,41,0,< 1 Year,No,2630,156,16
384075,Female,53,1,18,0,1-2 Year,Yes,36562,155,289
384076,Female,35,1,33,1,1-2 Year,No,2630,160,104
384077,Male,27,1,41,1,1-2 Year,No,39981,124,273
384078,Male,46,1,36,0,1-2 Year,Yes,32874,124,283
384079,Male,56,1,28,0,1-2 Year,Yes,57047,26,25
384080,Male,42,1,46,0,1-2 Year,Yes,29751,154,185
384081,Male,21,1,28,0,1-2 Year,Yes,36886,163,108
384082,Female,40,1,28,1,1-2 Year,No,2630,124,134
384083,Male,44,1,28,0,1-2 Year,Yes,45723,124,62
384084,Female,67,1,28,0,1-2 Year,Yes,44095,124,106
384085,Male,55,1,3,0,> 2 Years,Yes,49522,124,282
384086,Male,62,1,11,0,1-2 Year,Yes,2630,120,31
384087,Female,58,1,28,0,1-2 Year,Yes,42550,26,267
384088,Male,45,1,27,1,1-2 Year,No,23162,152,149
384089,Male,24,1,17,1,< 1 Year,No,28810,153,141
384090,Female,23,1,50,0,< 1 Year,Yes,22298,152,255
384091,Male,64,1,28,0,1-2 Year,Yes,64880,124,86
384092,Male,25,1,28,0,< 1 Year,Yes,31425,152,253
384093,Male,38,1,3,0,1-2 Year,Yes,35674,26,256
384094,Male,66,1,46,1,1-2 Year,No,54217,26,215
384095,Male,20,1,13,0,< 1 Year,Yes,18223,160,37
384096,Male,25,1,50,1,< 1 Year,No,33769,152,184
384097,Female,23,1,15,1,< 1 Year,No,40827,152,280
384098,Male,49,1,8,1,1-2 Year,No,31491,124,112
384099,Female,39,1,28,0,1-2 Year,Yes,47689,124,28
384100,Female,23,1,11,0,< 1 Year,No,19184,152,127
384101,Female,41,1,28,0,1-2 Year,Yes,37448,124,289
384102,Male,35,1,34,0,1-2 Year,Yes,31631,152,250
384103,Female,70,1,28,1,1-2 Year,No,42189,26,59
384104,Male,39,1,28,1,1-2 Year,No,26116,124,204
384105,Female,79,1,52,0,1-2 Year,No,2630,156,294
384106,Female,21,1,28,0,< 1 Year,Yes,32094,157,272
384107,Male,25,1,11,0,< 1 Year,Yes,50599,152,283
384108,Female,22,1,27,0,< 1 Year,Yes,38881,152,263
384109,Female,23,1,15,0,< 1 Year,Yes,35118,26,208
384110,Female,79,1,28,0,1-2 Year,Yes,48647,24,173
384111,Male,24,1,18,1,< 1 Year,No,35819,152,51
384112,Female,55,1,28,0,1-2 Year,Yes,63758,26,247
384113,Male,30,1,46,1,< 1 Year,No,26565,152,181
384114,Male,56,1,8,0,> 2 Years,Yes,52852,124,265
384115,Female,23,1,27,0,< 1 Year,Yes,27893,152,74
384116,Male,31,1,7,0,1-2 Year,No,2630,156,233
384117,Female,63,1,28,0,> 2 Years,Yes,42846,147,296
384118,Female,53,1,28,0,1-2 Year,Yes,41661,124,189
384119,Male,77,1,28,1,1-2 Year,No,51208,37,196
384120,Female,62,1,28,0,1-2 Year,Yes,50826,124,266
384121,Male,58,1,50,0,1-2 Year,Yes,21798,26,50
384122,Female,46,1,28,0,1-2 Year,Yes,34706,154,179
384123,Female,24,1,28,0,1-2 Year,Yes,38928,155,82
384124,Female,22,1,30,1,< 1 Year,No,28833,152,110
384125,Male,58,1,28,0,> 2 Years,Yes,52246,26,161
384126,Male,53,1,50,0,1-2 Year,Yes,41807,124,52
384127,Male,55,1,8,0,1-2 Year,Yes,62621,156,169
384128,Female,25,1,0,1,< 1 Year,No,2630,152,57
384129,Male,37,1,46,0,1-2 Year,Yes,2630,163,268
384130,Male,27,1,28,1,1-2 Year,No,65866,55,71
384131,Male,21,1,30,0,< 1 Year,Yes,46201,152,252
384132,Female,25,1,28,0,< 1 Year,No,38928,152,125
384133,Female,70,1,8,0,1-2 Year,Yes,48025,25,215
384134,Female,43,1,28,0,> 2 Years,Yes,53047,122,238
384135,Male,54,1,8,0,1-2 Year,Yes,30316,19,132
384136,Male,57,1,37,0,1-2 Year,Yes,34318,26,238
384137,Male,38,1,41,0,1-2 Year,No,47460,26,191
384138,Male,44,1,47,0,1-2 Year,Yes,2630,156,113
384139,Female,58,1,28,0,> 2 Years,Yes,35936,122,137
384140,Female,44,1,8,0,1-2 Year,Yes,37795,124,261
384141,Male,43,1,33,0,1-2 Year,Yes,28308,26,50
384142,Female,52,1,31,0,1-2 Year,Yes,2630,116,169
384143,Female,21,1,15,0,< 1 Year,No,28499,160,88
384144,Female,38,1,8,0,1-2 Year,Yes,29658,156,77
384145,Male,24,1,37,1,< 1 Year,No,41301,152,62
384146,Male,34,1,7,0,1-2 Year,Yes,48740,124,17
384147,Female,22,1,37,1,< 1 Year,No,27363,152,287
384148,Female,24,1,34,0,< 1 Year,Yes,29885,152,294
384149,Female,30,1,41,1,< 1 Year,No,22361,152,148
384150,Male,28,1,33,1,< 1 Year,No,21620,152,83
384151,Male,25,1,21,1,< 1 Year,No,34730,152,11
384152,Female,70,1,28,0,1-2 Year,Yes,35622,124,206
384153,Male,46,1,50,0,1-2 Year,Yes,35080,124,177
384154,Female,24,1,17,1,< 1 Year,No,31854,152,129
384155,Female,51,1,28,1,1-2 Year,No,28956,124,126
384156,Female,23,1,6,1,< 1 Year,No,22810,152,119
384157,Female,72,1,8,0,1-2 Year,Yes,42994,30,92
384158,Female,24,1,35,1,< 1 Year,No,33539,152,224
384159,Male,58,1,31,0,1-2 Year,Yes,2630,9,42
384160,Male,57,1,28,1,1-2 Year,No,49042,26,161
384161,Female,21,1,8,0,< 1 Year,Yes,35664,152,265
384162,Female,28,1,47,1,< 1 Year,No,30669,152,21
384163,Female,24,1,30,1,< 1 Year,No,30687,152,174
384164,Male,36,1,2,0,1-2 Year,Yes,2630,160,93
384165,Female,56,1,28,0,1-2 Year,Yes,52453,26,23
384166,Female,37,1,29,0,1-2 Year,Yes,29618,124,121
384167,Male,49,1,33,0,1-2 Year,Yes,29747,124,16
384168,Male,76,0,28,0,> 2 Years,Yes,49439,25,155
384169,Male,30,1,30,1,1-2 Year,No,40781,26,117
384170,Male,51,1,28,0,1-2 Year,Yes,2630,124,235
384171,Male,27,1,27,1,< 1 Year,No,2630,152,276
384172,Male,22,1,46,0,< 1 Year,Yes,24757,152,253
384173,Male,40,1,28,0,1-2 Year,Yes,27113,124,59
384174,Female,54,1,46,0,1-2 Year,Yes,27363,26,169
384175,Male,25,1,3,1,< 1 Year,No,30811,152,261
384176,Female,51,1,45,1,1-2 Year,No,19706,154,221
384177,Female,43,1,7,0,1-2 Year,Yes,34118,26,42
384178,Female,52,1,46,0,1-2 Year,Yes,2630,156,215
384179,Male,44,1,28,0,1-2 Year,Yes,48680,26,65
384180,Male,70,1,15,1,1-2 Year,No,33320,14,96
384181,Male,41,1,28,0,1-2 Year,Yes,2630,154,217
384182,Male,62,1,28,0,> 2 Years,Yes,36506,124,24
384183,Male,56,1,8,0,1-2 Year,Yes,45721,124,119
384184,Male,26,1,27,0,< 1 Year,No,35926,152,164
384185,Male,48,1,28,0,1-2 Year,Yes,26719,26,74
384186,Female,21,1,37,0,< 1 Year,Yes,31988,152,135
384187,Male,55,1,32,0,1-2 Year,Yes,39016,26,113
384188,Female,44,1,28,0,1-2 Year,Yes,41734,26,123
384189,Male,68,1,33,0,1-2 Year,No,32738,163,77
384190,Male,38,1,28,1,1-2 Year,No,44430,124,123
384191,Male,22,1,36,1,< 1 Year,No,37745,152,157
384192,Female,21,1,46,1,< 1 Year,No,24971,160,231
384193,Female,22,1,32,1,< 1 Year,No,31089,152,244
384194,Female,24,1,41,1,< 1 Year,No,36902,152,184
384195,Female,22,1,13,1,< 1 Year,No,31918,152,207
384196,Female,20,1,13,0,< 1 Year,Yes,21569,160,212
384197,Male,24,1,29,1,< 1 Year,No,39460,152,121
384198,Male,21,1,28,0,< 1 Year,Yes,87401,152,126
384199,Male,45,1,35,0,> 2 Years,Yes,21910,124,58
384200,Male,43,1,28,0,1-2 Year,Yes,39166,37,79
384201,Male,33,1,3,0,< 1 Year,Yes,34878,152,43
384202,Male,38,1,18,1,1-2 Year,No,28507,152,228
384203,Female,56,1,50,1,1-2 Year,No,28937,18,83
384204,Female,53,1,24,0,1-2 Year,No,31687,124,203
384205,Female,24,1,33,0,< 1 Year,Yes,2630,124,49
384206,Female,63,1,28,0,1-2 Year,Yes,48114,124,78
384207,Female,39,1,35,1,1-2 Year,No,35581,124,16
384208,Female,22,1,32,0,< 1 Year,No,2630,160,26
384209,Female,64,1,28,0,1-2 Year,Yes,2630,122,170
384210,Male,26,1,35,1,< 1 Year,No,29545,152,168
384211,Male,41,1,28,0,1-2 Year,Yes,48018,124,217
384212,Female,24,1,8,1,< 1 Year,No,33638,152,138
384213,Female,36,1,3,0,1-2 Year,Yes,2630,157,173
384214,Female,59,1,28,0,1-2 Year,Yes,46743,26,61
384215,Female,46,1,28,0,1-2 Year,Yes,35696,26,202
384216,Female,24,1,41,1,< 1 Year,No,36384,152,175
384217,Female,53,1,8,1,1-2 Year,No,61667,124,61
384218,Female,22,1,41,1,< 1 Year,No,36435,152,157
384219,Female,36,1,28,1,1-2 Year,No,62319,26,35
384220,Female,34,1,35,0,< 1 Year,Yes,31263,26,192
384221,Male,72,1,28,0,1-2 Year,Yes,53299,26,259
384222,Male,30,1,45,1,< 1 Year,No,33725,152,245
384223,Male,44,1,18,0,> 2 Years,Yes,31270,124,84
384224,Male,22,1,8,1,< 1 Year,No,42087,152,191
384225,Male,29,1,28,0,< 1 Year,Yes,38439,122,53
384226,Female,28,1,8,1,< 1 Year,No,44329,152,271
384227,Female,58,1,8,1,1-2 Year,No,43610,7,282
384228,Male,48,1,33,0,1-2 Year,No,2630,124,144
384229,Female,20,1,25,0,< 1 Year,Yes,2630,157,214
384230,Male,50,1,41,0,1-2 Year,Yes,31641,124,111
384231,Female,52,1,50,1,1-2 Year,No,52248,8,294
384232,Female,53,1,17,0,1-2 Year,Yes,37771,124,30
384233,Female,22,1,8,0,< 1 Year,No,32080,152,297
384234,Male,35,1,30,1,1-2 Year,No,28850,152,38
384235,Male,49,1,28,1,1-2 Year,No,21543,124,212
384236,Male,72,1,50,1,1-2 Year,No,40182,26,28
384237,Male,37,1,31,0,1-2 Year,Yes,2630,152,190
384238,Female,43,1,15,0,1-2 Year,Yes,23152,152,117
384239,Female,72,1,28,0,1-2 Year,No,31769,26,235
384240,Male,22,1,47,1,< 1 Year,No,48016,152,182
384241,Female,25,1,8,1,< 1 Year,No,40059,152,32
384242,Male,21,1,2,1,< 1 Year,Yes,30230,160,216
384243,Female,21,1,47,1,< 1 Year,No,28357,160,268
